BUILDING ID,REGISTRATION ID,BOROUGH,NUMBER,STREET,VACATE ORDER NUMBER,PRIMARY VACATE REASON,VACATE TYPE,VACATE EFFECTIVE DATE,RESCIND DATE,NUMBER OF VACATED UNITS,POSTCODE,LATITUDE,LONGITUDE,COMMUNITY BOARD,COUNCIL DISTRICT,CENSUS TRACT,BIN,BBL,NTA
94968,206690,BX,2529,MATTHEWS AVENUE,112174,Fire Damage,Partial,11/12/2013,,1,10467,40.86369,-73.86265,11,13,328,2051524,2044400045,Bronxdale                                                                  
949689,913344,QN,83-78,DANIELS STREET,111843,Illegal Occupancy,Partial,10/18/2013,12/27/2013,2,11435,40.71366,-73.81494,8,24,22002,4207889,4097160154,Briarwood-Jamaica Hills                                                    
398638,308507,BK,281,WYONA STREET,145810,Illegal Occupancy,Partial,10/03/2018,,10,11207,40.67190,-73.89291,5,37,1152,3083942,3037410015,East New York
284501,303709,BK,482,EAST 96 STREET,146076,Illegal Occupancy,Partial,10/23/2018,,1,11212,40.65628,-73.91610,17,42,890,3102634,3046920035,Rugby-Remsen Village
374,136644,MN,188,1 AVENUE,146012,Fire Damage,Partial,10/17/2018,,8,10009,40.72965,-73.98378,3,2,34,1005968,1004390004,East Village
63666,207625,BX,143,EAST 149 STREET,146142,Fire Damage,Partial,11/01/2018,,1,10451,40.81877,-73.92810,4,8,63,2001040,2023470001,West Concourse
118820,200348,BX,2131,WALLACE AVENUE,142993,Fire Damage,Partial,02/23/2018,10/17/2018,3,10462,40.85395,-73.86484,11,13,22404,2048823,2042910024,Pelham Parkway
19859,105213,MN,244,EAST 117 STREET,145149,Fire Damage,Partial,08/03/2018,10/29/2018,1,10035,40.79818,-73.93848,11,8,188,1052587,1016660028,East Harlem North
21808,107822,MN,385,FT WASHINGTON AVENUE,145702,Fire Damage,Partial,10/03/2018,,2,10033,40.84807,-73.93945,12,10,265,1064291,1021770018,Washington Heights South
948990,710637,BX,4638,WHITE PLAINS ROAD,139530,Habitability,Partial,08/08/2017,,2,10470,40.90264,-73.85103,12,11,434,2071184,2050870055,Woodlawn-Wakefield                                                         
948748,430868,QN,150-45,73 AVENUE,123088,Fire Damage,Partial,05/14/2015,11/02/2015,1,11367,40.72605,-73.81612,8,24,77908,4451515,4067020001,Kew Gardens Hills                                                          
427839,414625,QN,94-25,40 DRIVE,145806,Illegal Occupancy,Partial,10/16/2018,,1,11373,40.74755,-73.87163,4,21,465,4039635,4015880075,Elmhurst
948035,143651,MN,218,WEST 124 STREET,119659,Fire Damage,Partial,11/17/2014,,1,10027,40.80864,-73.94968,10,9,222,1079509,1019290057,Central Harlem South                                                       
905622,225834,BX,753,EAST 147 STREET,145893,Illegal Occupancy,Partial,10/23/2018,,1,10455,40.81144,-73.90790,1,8,35,2113925,2025800142,Mott Haven-Port Morris
9472,125757,MN,120,CHRISTOPHER STREET,110803,Fire Damage,Partial,08/14/2013,,1,10014,40.73320,-74.00549,2,3,73,1084948,1005880045,West Village                                                               
947102,916508,QN,120-69,167 STREET,109449,Illegal Occupancy,Partial,06/24/2013,04/04/2017,1,11434,40.68074,-73.77682,12,27,284,4453858,4123830072,Baisley Park                                                               
599541,920897,QN,94-29,210 STREET,122960,Illegal Occupancy,Partial,04/28/2015,,1,11428,40.71538,-73.75080,13,23,496,4458348,4105430015,Queens Village
946989,917021,QN,32-12 REAR,100 STREET,108306,Illegal Occupancy,Partial,06/06/2013,06/13/2017,1,11369,40.75875,-73.86875,3,21,363,4431396,4014290012,East Elmhurst                                                              
282890,0,BK,1049,EAST 94 STREET,146075,Illegal Occupancy,Partial,10/23/2018,,1,11236,40.64436,-73.90555,18,46,968,3229305,3081630023,Canarsie
946530,382414,BK,1129,EAST 35 STREET,128556,Habitability,Entire Building,03/23/2016,,3,11210,40.62644,-73.94198,18,45,740,3208204,3076170036,Flatlands                                                                  
374004,328525,BK,446,ST JOHNS PLACE,145828,Fire Damage,Partial,10/09/2018,,1,11238,40.67375,-73.96376,8,35,215,3029527,3011760042,Prospect Heights
526548,916477,QN,150-31,114 ROAD,140922,Illegal Occupancy,Partial,10/18/2017,10/23/2018,1,11434,40.68556,-73.79298,12,28,272,4264055,4121840056,Baisley Park
945877,915653,QN,134-40,135 AVENUE,122687,Illegal Occupancy,Partial,04/14/2015,08/07/2015,1,11420,40.66762,-73.80366,10,28,814,4257488,4118760007,South Ozone Park                                                           
908142,0,SI,40,RUMPLER COURT,145410,Illegal Occupancy,Entire Building,10/03/2018,,1,10302,40.62554,-74.14242,1,49,247,5145646,5010650040,Port Richmond
276767,819153,BK,754,EAST 78 STREET,119767,Habitability,Entire Building,11/17/2014,,2,11236,40.63511,-73.91540,18,46,950,3224161,3079980061,Canarsie
944762,430503,QN,65-36,99 STREET,122068,Fire Damage,Partial,03/17/2015,,1,11374,40.72870,-73.85510,6,29,71304,4432006,4021040001,Forest Hills                                                               
94458,208285,BX,2976,MARION AVENUE,137854,Fire Damage,Partial,06/08/2017,10/05/2017,1,10458,40.86930,-73.88373,7,11,415,2016574,2032850019,Bedford Park-Fordham North                                                 
122783,206585,BX,1223,WHEELER AVENUE,145743,Illegal Occupancy,Partial,10/05/2018,,1,10472,40.82929,-73.88030,9,17,54,2025099,2037710068,West Farms-Bronx River
77400,213583,BX,826,FAILE STREET,145872,Illegal Occupancy,Partial,10/16/2018,,1,10474,40.81759,-73.88728,2,17,11502,2006450,2027620082,Hunts Point
897724,382029,BK,605,EAST NEW YORK AVENUE,146042,Fire Damage,Partial,10/23/2018,,1,11203,40.66210,-73.94225,9,41,806,3347531,3013337501,Prospect Lefferts Gardens-Wingate
944356,143569,MN,1642,PARK AVENUE,115230,Habitability,Entire Building,03/14/2014,,4,10035,40.79947,-73.94312,11,8,184,1089051,1016220034,East Harlem North                                                          
944225,227153,BX,985,EAST 163 STREET,126618,Fire Damage,Partial,10/28/2015,12/22/2015,2,10459,40.82099,-73.89412,2,17,159,2005662,2027140061,Hunts Point                                                                
94372,217824,BX,2583,MARION AVENUE,118816,Illegal Occupancy,Partial,08/20/2014,,5,10458,40.86349,-73.89189,7,15,39901,2016598,2032860044,Bedford Park-Fordham North                                                 
119379,207100,BX,1221,WARD AVENUE,145843,Illegal Occupancy,Partial,10/05/2018,,1,10472,40.82956,-73.87750,9,18,54,2025277,2037740069,West Farms-Bronx River
644826,420279,QN,44-15,COLDEN STREET,143838,Fire Damage,Partial,05/08/2018,06/05/2018,1,11355,40.75156,-73.82400,7,20,845,4116405,4051450024,Flushing                                                                   
511103,0,QN,25-42,100 STREET,146098,Illegal Occupancy,Partial,11/01/2018,,1,11369,40.76404,-73.86971,3,21,367,4032820,4013730028,East Elmhurst
68801,0,BX,1037,EAST 219 STREET,145998,Illegal Occupancy,Partial,10/17/2018,,1,10469,40.88062,-73.85352,12,12,398,2059620,2047020009,Williamsbridge-Olinville
221371,358974,BK,22,CLARKSON AVENUE,146106,Illegal Occupancy,Partial,10/30/2018,,1,11226,40.65489,-73.95872,14,40,79602,3116196,3050640025,Prospect Lefferts Gardens-Wingate
97950,210273,BX,1171,MORRISON AVENUE,138663,Illegal Occupancy,Partial,06/21/2017,10/24/2018,1,10472,40.82844,-73.87432,9,18,48,2024007,2037440014,Soundview-Bruckner
94269,200444,BX,106,MARCY PLACE,107657,Fire Damage,Partial,05/01/2013,10/31/2014,2,10452,40.83807,-73.91625,4,16,22102,2008051,2028400049,West Concourse                                                             
529028,0,QN,95-24,115 STREET,135236,Illegal Occupancy,Partial,02/01/2017,10/11/2018,1,11419,40.69106,-73.83035,9,28,108,4198192,4094160016,Richmond Hill
942280,712512,BX,3449,IRWIN AVENUE,139522,Illegal Occupancy,Partial,07/28/2017,11/08/2017,2,10463,40.88481,-73.90524,8,11,285,2091869,2057590623,Spuyten Duyvil-Kingsbridge                                                 
94182,218075,BX,1310,MANOR AVENUE,119303,Illegal Occupancy,Partial,09/30/2014,,4,10472,40.83193,-73.87708,9,18,56,2027462,2038660010,West Farms-Bronx River                                                     
288935,312154,BK,296,ELLERY STREET,146134,Illegal Occupancy,Partial,11/01/2018,,1,11206,40.69937,-73.94050,3,36,28501,3042828,3015790012,Bushwick South
804485,120936,MN,423,EAST 64 STREET,142546,Fire Damage,Partial,01/25/2018,10/29/2018,1,10065,40.76232,-73.95869,8,5,116,1078396,1014590010,Lenox Hill-Roosevelt Island
538368,0,QN,101-40,125 STREET,145480,Illegal Occupancy,Partial,08/29/2018,10/11/2018,1,11419,40.69104,-73.82076,9,28,156,4200749,4094910026,Richmond Hill
586808,0,QN,99-20,193 STREET,145999,Illegal Occupancy,Partial,10/31/2018,,1,11423,40.70975,-73.76604,12,27,50201,4231772,4108390037,Hollis
94088,217929,BX,1101,MANOR AVENUE,128309,Habitability,Partial,03/03/2016,09/01/2016,3,10472,40.82645,-73.87582,9,18,5002,2023922,2037420001,Soundview-Bruckner                                                         
512869,412058,QN,86-01,102 AVENUE,93780,Illegal Occupancy,Partial,03/08/2012,10/11/2018,1,11416,40.68148,-73.85308,9,32,52,4189024,4090870042,Woodhaven
536673,912550,QN,103-26,123 STREET,145807,Illegal Occupancy,Partial,10/17/2018,,1,11419,40.68835,-73.82167,10,28,15802,4440720,4095590020,South Ozone Park
93,104232,MN,1225,1 AVENUE,122884,Fire Damage,Partial,04/22/2015,01/13/2017,10,10065,40.76414,-73.95869,8,5,118,1044741,1014410023,Lenox Hill-Roosevelt Island                                                
93,104232,MN,1225,1 AVENUE,122880,Fire Damage,Partial,04/22/2015,01/13/2017,15,10065,40.76414,-73.95869,8,5,118,1044741,1014410023,Lenox Hill-Roosevelt Island                                                
41969,128398,MN,468,WEST 145 STREET,146009,Habitability,Entire Building,10/18/2018,,14,10031,40.82494,-73.94692,9,7,227,1061323,1020590057,Hamilton Heights
312511,361828,BK,220,HIGHLAND BOULEVARD,144653,Fire Damage,Partial,06/21/2018,10/29/2018,1,11207,40.68196,-73.89346,5,37,114202,3086212,3038860005,Cypress Hills-City Line
93962,210076,BX,671,MANIDA STREET,104032,Fire Damage,Partial,01/30/2013,06/21/2013,2,10474,40.81338,-73.88811,2,17,93,2006625,2027650205,Hunts Point                                                                
93940,201983,BX,636,MANIDA STREET,95475,Habitability,Entire Building,06/07/2012,05/30/2017,2,10474,40.81284,-73.88795,2,17,93,2006667,2027650298,Hunts Point                                                                
771876,15432,SI,15,PRINCE STREET,139063,Illegal Occupancy,Partial,07/06/2017,,1,10304,40.61766,-74.08216,1,49,29,5016218,5006330012,Stapleton-Rosebank
118921,208310,BX,2739,WALLACE AVENUE,121791,Illegal Occupancy,Partial,02/05/2015,10/23/2018,1,10467,40.86616,-73.86445,11,15,338,2053681,2045110043,Bronxdale
116937,201779,BX,2315,DR M L KING JR BOULEVARD,141785,Fire Damage,Partial,12/12/2017,10/16/2018,1,10468,40.86107,-73.90647,7,14,255,2014744,2032180054,Kingsbridge Heights
938788,11856,SI,140,VAN PELT AVENUE,95109,Illegal Occupancy,Partial,04/16/2012,,1,10303,40.63290,-74.15516,1,49,231,5109101,5012150065,Mariner's Harbor-Arlington-Port Ivory-Graniteville                         
945940,0,BX,310,EAST 166 STREET,145854,Illegal Occupancy,Partial,11/01/2018,,8,10456,40.83007,-73.91430,4,16,175,2116217,2024330020,East Concourse-Concourse Village
93851,201651,BX,1803,MAHAN AVENUE,138493,Fire Damage,Partial,07/06/2017,11/15/2017,2,10461,40.84824,-73.82987,10,13,26602,2046610,2041960028,Pelham Bay-Country Club-City Island                                        
938328,383765,BK,1552,PACIFIC STREET,94368,Illegal Occupancy,Partial,03/19/2012,,1,11213,40.67698,-73.93761,8,36,311,3035639,3013400017,Crown Heights North                                                        
93795,201858,BX,1610,MAHAN AVENUE,121997,Fire Damage,Partial,02/20/2015,07/16/2015,2,10461,40.84508,-73.82778,10,13,26602,2046183,2041730029,Pelham Bay-Country Club-City Island                                        
221125,0,BK,4521,CLARENDON ROAD,146262,Illegal Occupancy,Partial,11/16/2018,,1,11203,40.64416,-73.93414,17,45,850,3111212,3049450020,East Flatbush-Farragut
650915,0,QN,97-09,DREW STREET,133539,Illegal Occupancy,Partial,09/21/2016,,1,11416,40.68067,-73.86366,9,32,42,4187873,4090460058,Woodhaven
821243,0,QN,146-29,GUY R BREWER BOULEVARD,146174,Illegal Occupancy,Partial,11/19/2018,,1,11434,40.66234,-73.76827,13,31,320,4451168,4133510025,Springfield Gardens South-Brookville
93604,204337,BX,776,MACE AVENUE,114130,Fire Damage,Partial,03/10/2014,,1,10467,40.86315,-73.86434,11,13,328,2051421,2044360027,Bronxdale                                                                  
93602,209083,BX,735,MACE AVENUE,133176,Fire Damage,Partial,09/21/2016,,2,10467,40.86319,-73.86568,11,15,330,2051338,2044340001,Bronxdale                                                                  
147856,331674,BK,1024,39 STREET,146220,Illegal Occupancy,Partial,11/08/2018,,1,11219,40.64414,-73.99213,12,39,110,3135219,3055840010,Sunset Park East
28297,113940,MN,945,ST NICHOLAS AVENUE,146388,Fire Damage,Partial,11/30/2018,,4,10032,40.83260,-73.94082,12,7,239,1062518,1021080065,Washington Heights South
67867,0,BX,843,EAST 213 STREET,146234,Illegal Occupancy,Partial,11/08/2018,,1,10467,40.87815,-73.86057,12,12,380,2093574,2046720014,Williamsbridge-Olinville
417854,400919,QN,20-78,31 STREET,146165,Fire Damage,Partial,11/16/2018,,1,11105,40.77842,-73.90792,1,22,111,4017846,4008480069,Steinway
986008,0,BX,1469,OAKLEY STREET,146282,Illegal Occupancy,Partial,11/23/2018,,1,10469,40.88036,-73.84926,12,12,386,2115687,2047150127,Eastchester-Edenwald-Baychester
684673,400196,QN,147-15,NORTHERN BOULEVARD,145452,Fire Damage,Partial,09/13/2018,11/21/2018,2,11354,40.76518,-73.81910,7,20,1163,4113238,4050050064,Murray Hill
65217,713089,BX,783,EAST 169 STREET,144667,Illegal Occupancy,Partial,07/18/2018,11/20/2018,2,10456,40.83052,-73.89933,3,17,151,2010165,2029610007,Morrisania-Melrose
934386,429921,QN,145-35,LIBERTY AVENUE,119621,Illegal Occupancy,Partial,10/08/2014,,2,11435,40.69390,-73.80728,12,28,206,4537347,4100220013,Jamaica                                                                    
660742,413393,QN,14-20,GATEWAY BOULEVARD,144644,Fire Damage,Partial,06/26/2018,11/29/2018,1,11691,40.60174,-73.74904,14,31,101001,4298279,4155630046,Far Rockaway-Bayswater
42403,117544,MN,275,WEST 150 STREET,144970,Fire Damage,Partial,07/20/2018,11/05/2018,1,10039,40.82557,-73.93854,10,9,236,1060591,1020360021,Central Harlem North-Polo Grounds
9336,129705,MN,24,CHARLES STREET,135074,Fire Damage,Entire Building,01/19/2017,,18,10014,40.73516,-74.00132,2,3,71,1010843,1006110045,West Village                                                               
41106,118104,MN,107,WEST 138 STREET,144234,Fire Damage,Partial,05/25/2018,11/19/2018,1,10030,40.81630,-73.94007,10,9,230,1060028,1020070025,Central Harlem North-Polo Grounds
933524,143390,MN,56,EAST 131 STREET,134895,Fire Damage,Partial,01/13/2017,05/25/2017,1,10037,40.80932,-73.93740,11,9,206,1089072,1017550047,Central Harlem North-Polo Grounds                                          
110046,210590,BX,1460,SOUTHERN BOULEVARD,144612,Fire Damage,Partial,06/26/2018,10/30/2018,3,10460,40.83265,-73.89055,3,17,157,2010568,2029810001,Crotona Park East
287550,300681,BK,1196,EASTERN PARKWAY,146326,Fire Damage,Partial,11/23/2018,,1,11213,40.66868,-73.92905,9,41,349,3037590,3013970035,Crown Heights North
811764,419877,QN,104-40,QUEENS BOULEVARD,146222,Fire Damage,Partial,11/19/2018,,1,11375,40.72371,-73.84888,6,29,71305,4433858,4031750001,Forest Hills
290232,0,BK,280,ETNA STREET,146176,Illegal Occupancy,Partial,11/08/2018,,1,11208,40.68685,-73.87355,5,37,117602,3091667,3041180022,Cypress Hills-City Line
944211,712062,BX,3121,SEYMOUR AVENUE,146417,Illegal Occupancy,Partial,11/30/2018,,1,10469,40.87106,-73.84628,12,12,364,2095090,2047590037,Eastchester-Edenwald-Baychester
971824,15477,SI,958,NUGENT AVENUE,130583,Illegal Occupancy,Partial,06/09/2016,,1,10306,40.57138,-74.09769,2,50,11202,5148615,5038850023,New Dorp-Midland Beach
175147,0,BK,2041,79 STREET,146221,Illegal Occupancy,Partial,11/08/2018,,1,11214,40.60799,-73.99317,11,47,272,3162327,3062630059,Bensonhurst West
929108,139245,MN,3333D,BROADWAY,143426,Fire Damage,Partial,03/19/2018,11/05/2018,1,10031,40.81989,-73.95524,9,7,22302,1085768,1020019005,Manhattanville
562811,918666,QN,116-32,155 STREET,122615,Illegal Occupancy,Partial,03/28/2015,11/07/2018,1,11434,40.68298,-73.78915,12,28,272,4264733,4122020050,Baisley Park
529588,0,QN,197-20,116 AVENUE,146132,Illegal Occupancy,Partial,11/14/2018,,1,11412,40.69532,-73.75527,12,27,530,4238422,4110690201,St. Albans
786813,15484,SI,15,TAXTER PLACE,146260,Illegal Occupancy,Partial,11/26/2018,,1,10304,40.63085,-74.07966,1,49,21,5013538,5005160085,Stapleton-Rosebank
264806,0,BK,823,EAST 45 STREET,146235,Illegal Occupancy,Partial,11/14/2018,,4,11203,40.64111,-73.93408,17,45,838,3113057,3049790072,East Flatbush-Farragut
7679,139379,MN,1752,BROADWAY,142420,Fire Damage,Partial,01/25/2018,11/05/2018,1,10019,40.76558,-73.98196,5,4,137,1024894,1010280017,Midtown-Midtown South
930638,429601,QN,150-40,71 AVENUE,142089,Fire Damage,Partial,01/09/2018,02/13/2018,1,11367,40.72924,-73.81768,8,24,77906,4451491,4066980040,Kew Gardens Hills                                                          
930615,226316,BX,3485,FENTON AVENUE,137539,Fire Damage,Partial,06/08/2017,10/06/2017,1,10469,40.87795,-73.84900,12,12,386,2117034,2047200001,Eastchester-Edenwald-Baychester                                            
930519,226301,BX,3463,CORSA AVENUE,109173,Fire Damage,Partial,06/12/2013,,1,10469,40.87757,-73.84776,12,12,386,2117028,2047210017,Eastchester-Edenwald-Baychester                                            
289847,819309,BK,222,ESSEX STREET,127721,Illegal Occupancy,Partial,01/26/2016,,1,11208,40.67900,-73.88252,5,37,1168,3088076,3039560019,East New York
929997,919818,QN,164-25,109 ROAD,133875,Illegal Occupancy,Partial,10/28/2016,,1,11433,40.69540,-73.78713,12,27,258,4467770,4101830028,South Jamaica                                                              
929650,429494,QN,20-35,20 STREET,124212,Fire Damage,Partial,07/03/2015,08/31/2015,1,11105,40.78386,-73.91399,1,22,105,4020313,4008930070,Steinway                                                                   
929106,143318,MN,3333C,BROADWAY,94047,Fire Damage,Partial,03/15/2012,,1,10031,40.81989,-73.95524,9,7,22302,1085767,1020019005,Manhattanville                                                             
929106,143318,MN,3333C,BROADWAY,125894,Fire Damage,Partial,09/16/2015,02/09/2016,2,10031,40.81989,-73.95524,9,7,22302,1085767,1020019005,Manhattanville                                                             
